COMUNE,CodiceAzienda,LATITUDINE,LONGITUDINE
Piano Di Sorrento,053NA004,40.62664,14.40972
Piano Di Sorrento,053NA005,40.62681,14.41481
Piano Di Sorrento,053NA006,40.62316,14.41245
Piano Di Sorrento,053NA015,40.61704,14.421
Piano Di Sorrento,053NA016,40.62181,14.41157
Vico Equense,086NA402,40.65805,14.437133
Vico Equense,086NA409,40.65,14.464444
Vico Equense,086NA420,40.647777,14.473888
Vico Equense,086NA421,40.650663,14.466499
Vico Equense,086NA422,40.631196,14.43721
Vico Equense,086NA438,40.648055,14.472777
Vico Equense,086NA439,40.6563,14.4517
Vico Equense,086NA337,40.655622,14.459424
Vico Equense,086NA345,40.649876,14.461159
Vico Equense,086NA351,40.654166,14.465
Vico Equense,086NA352,40.657497,14.443338
Vico Equense,086NA374,40.6572,14.438216
Sant'Agnello,071NA044,40.61083,14.40844
Sant'Agnello,071NA050,40.6245,14.3957
Sant'Agnello,071NA052,40.61601,14.4118
Sant'Agnello,071NA053,40.62662,14.40566
Sorrento,080NA002,40.6139,14.3956
Sorrento,080NA004,40.61248,14.39682
Sorrento,080NA005,40.6147,14.3864
Sorrento,080NA009,40.62031,14.39062
Sorrento,080NA010,40.61754,14.39824
Sorrento,080NA015,40.61939,14.38043
Sorrento,080NA019,40.62247,14.39335
Sorrento,080NA021,40.62392,14.38843
Sorrento,080NA023,40.61989,14.39078
Sorrento,080NA027,40.60948,14.38638
Vico Equense,086NA165,40.641376,14.452134
Vico Equense,086NA049,40.659566,14.428216
Vico Equense,086NA058,40.651666,14.453333
Vico Equense,086NA062,40.647193,14.431954
Sorrento,080NA105,40.62632,14.37573
Sorrento,080NA106,40.61871,14.38316
Massa Lubrense,044NA164,40.597059,14.347314
Massa Lubrense,044NA168,40.59707,14.344863
Massa Lubrense,044NA172,40.61535,14.349678
Massa Lubrense,044NA173,40.599247,14.348205
Massa Lubrense,044NA177,40.598999,14.390283
Sorrento,080NA096,40.62833,14.38413
Sorrento,080NA097,40.61608,14.38675
Massa Lubrense,044NA002,40.605457,14.37294
Massa Lubrense,044NA003,40.593265,14.340994
Massa Lubrense,044NA007,40.59829,14.34408
Vico Equense,086NA464,40.668055,14.44
Vico Equense,086NA478,40.6558,14.4385
Vico Equense,086NA389,40.642292,14.45111
Vico Equense,086NA391,40.648888,14.467222
Vico Equense,086NA396,40.65705,14.438642
Vico Equense,086NA285,40.651111,14.457222
Vico Equense,086NA123,40.657348,14.45008
Vico Equense,086NA070,40.663483,14.440816
Vico Equense,086NA471,40.669616,14.448216
Vico Equense,086NA483,40.641426,14.446098
Vico Equense,086NA347,40.65046,14.461
Piano Di Sorrento,053NA086,40.62438,14.4265
Piano Di Sorrento,053NA088,40.62722,14.42928
Piano Di Sorrento,053NA104,40.619833,14.413683
Piano Di Sorrento,053NA105,40.62381,14.42008
Sant'Agnello,071NA001,40.61998,14.40943
Sant'Agnello,071NA003,40.61425,14.40263
Sant'Agnello,071NA004,40.6124,14.40835
Sant'Agnello,071NA008,40.6167,14.40623
Piano Di Sorrento,053NA030,40.62476,14.41823
Piano Di Sorrento,053NA032,40.6223,14.41756
Piano Di Sorrento,053NA034,40.63496,14.40866
Piano Di Sorrento,053NA050,40.62184,14.41513
Massa Lubrense,044NA091,40.595752,14.368267
Massa Lubrense,044NA092,40.585109,14.359387
Massa Lubrense,044NA107,40.592544,14.355887
Vico Equense,086NA045,40.650433,14.428283
Vico Equense,086NA048,40.666916,14.43385
Sorrento,080NA032,40.6188,14.38059
Vico Equense,086NA283,40.651666,14.458055
Vico Equense,086NA231,40.664783,14.440866
Vico Equense,086NA242,40.63975,14.473714
Vico Equense,086NA244,40.6651,14.4498
Vico Equense,086NA271,40.65467,14.44894
Massa Lubrense,044NA137,40.608037,14.36701
Massa Lubrense,044NA138,40.608095,14.368151
Massa Lubrense,044NA139,40.599922,14.349599
Massa Lubrense,044NA142,40.600628,14.355274
Massa Lubrense,044NA143,40.597398,14.360759
Massa Lubrense,044NA146,40.593749,14.35756
Massa Lubrense,044NA151,40.599883,14.340001
Massa Lubrense,044NA152,40.59382,14.38093
Sant'Agnello,071NA011,40.61342,14.41287
Sant'Agnello,071NA012,40.6267,14.3982
Sant'Agnello,071NA019,40.61453,14.413
Sant'Agnello,071NA023,40.61423,14.40206
Sant'Agnello,071NA025,40.61212,14.41061
Piano Di Sorrento,053NA084,40.6206,14.41353
Sant'Agnello,071NA009,40.60976,14.409
Piano Di Sorrento,053NA057,40.62427,14.41695
Piano Di Sorrento,053NA074,40.62051,14.41328
Piano Di Sorrento,053NA076,40.61535,14.425428
Piano Di Sorrento,053NA078,40.626,14.42373
Piano Di Sorrento,053NA025,40.616933,14.433633
Vico Equense,086NA319,40.6616,14.4547
Piano Di Sorrento,053NA041,40.61577,14.43217
Vico Equense,086NA040,40.6597,14.4338
Sorrento,080NA152,40.6108,14.40175
Vico Equense,086NA092,40.663801,14.446633
Vico Equense,086NA055,40.6528,14.4292
Vico Equense,086NA211,40.65125,14.42123
Vico Equense,086NA149,40.642023,14.477136
Vico Equense,086NA195,40.642645,14.442271
Vico Equense,086NA144,40.63856,14.47772
Vico Equense,086NA379,40.659314,14.456146
Vico Equense,086NA036,40.65066,14.466499
Vico Equense,086NA678,40.64125,14.44556
Sorrento,080NA163,40.61969,14.38861
Vico Equense,086NA275,40.661811,14.424913
Vico Equense,086NA879,40.637373,14.474433
Sorrento,080NA143,40.61799,14.36107
Vico Equense,086NA825,40.647777,14.448611
Meta,046NA013,40.631992,14.427813
Vico Equense,086NA850,40.643354,14.441879
Massa Lubrense,044NA349,40.608938,14.367925
Massa Lubrense,044NA559,40.591647,14.364888
Vico Equense,086NA938,40.635942,14.439567
Vico Equense,086NA520,40.65901,14.45537
Vico Equense,086NA509,40.65728,14.45204
Sant'Agnello,071NA139,40.637273,14.398515
Vico Equense,086NA933,40.654183,14.459873
Massa Lubrense,044NA343,40.5942,14.3404
Piano Di Sorrento,053NA152,40.62111,14.416632
Massa Lubrense,044NA418,40.60147,14.38838
Massa Lubrense,044NA481,40.5897,14.3466
Vico Equense,086NA793,40.626917,14.442854
Piano Di Sorrento,053NA120,40.624,14.4102
Massa Lubrense,044NA531,40.599681,14.346985
Vico Equense,086NA607,40.629059,14.433803
Massa Lubrense,044NA500,40.59332,14.338823
Piano Di Sorrento,053NA171,40.626079,14.420004
Vico Equense,086NA197,40.658596,14.440206
Piano Di Sorrento,053NA237,40.616529,14.427684
Vico Equense,086NA720,40.666259,14.432719
Vico Equense,086NA625,40.663672,14.450885
Vico Equense,086NA901,40.663445,14.432249
Piano Di Sorrento,053NA087,40.627278,14.431778
Sorrento,080NA181,40.62801,14.38613
Vico Equense,086NA703,40.63444,14.433123
Massa Lubrense,044NA487,40.591111,14.366666
Vico Equense,086NA952,40.65849,14.4502
Massa Lubrense,044NA155,40.60887,14.341
Sant'Agnello,071NA113,40.61126,14.41095
Sorrento,080NA169,40.618924,14.391792
Vico Equense,086NA941,40.64631,14.467245
Massa Lubrense,044NA363,40.6088,14.3413
Massa Lubrense,044NA492,40.578055,14.325
Vico Equense,086NA939,40.636009,14.439159
Vico Equense,086NA626,40.655321,14.448131
Massa Lubrense,044NA527,40.60028,14.38662
Vico Equense,086NA574,40.6302,14.43911
Vico Equense,086NA767,40.658513,14.441565
Vico Equense,086NA937,40.645335,14.45192
Vico Equense,086NA453,40.649166,14.473611
Vico Equense,086NA699,40.643897,14.459603
Massa Lubrense,044NA544,40.605993,14.381186
Vico Equense,086NA202,40.6472,14.4239
Vico Equense,086NA768,40.62643,14.44436
Vico Equense,086NA912,40.66064,14.459765
Sorrento,080NA029,40.62607,14.35562
Massa Lubrense,044NA179,40.5847,14.3485
Massa Lubrense,044NA473,40.602209,14.335955
Sorrento,080NA061,40.598,14.393
Vico Equense,086NA836,40.65797,14.45164
Sorrento,080NA293,40.604737,14.392608
Sant'Agnello,071NA129,40.61728,14.40408
Sorrento,080NA286,40.6061,14.387
Vico Equense,086NA569,40.65367,14.44805
Vico Equense,086NA646,40.661498,14.427551
Massa Lubrense,044NA553,40.59328,14.35706
Vico Equense,086NA849,40.6597,14.4338
Vico Equense,086NA685,40.646721,14.430292
Sorrento,080NA220,40.6188,14.398
Vico Equense,086NA781,40.66278,14.456999
Sorrento,080NA172,40.6192,14.3957
Massa Lubrense,044NA619,40.59357,14.359694
Vico Equense,086NA823,40.670568,14.43597
Piano Di Sorrento,053NA125,40.623996,14.424982
Vico Equense,086NA534,40.63904,14.43679
Massa Lubrense,044NA533,40.61019,14.34778
Vico Equense,086NA682,40.63111,14.43767
Vico Equense,086NA524,40.651562,14.421304
Massa Lubrense,044NA365,40.5842,14.3597
Sant'Agnello,071NA125,40.6281,14.39381
Sorrento,080NA193,40.61449,14.39965
Sorrento,080NA215,40.62154,14.38181
Vico Equense,086NA093,40.629971,14.444929
Vico Equense,086NA609,40.65933,14.45043
Sorrento,080NA087,40.61427,14.38835
Massa Lubrense,044NA465,40.61,14.353333
Sant'Agnello,071NA134,40.628469,14.403785
Sant'Agnello,071NA119,40.61967,14.40187
Sant'Agnello,071NA100,40.63566,14.39682
Massa Lubrense,044NA572,40.60219,14.38709
Vico Equense,086NA350,40.659722,14.463055
Sorrento,080NA162,40.61491,14.38869
Sorrento,080NA256,40.62892,14.35213
Piano Di Sorrento,053NA224,40.625447,14.424319
Piano Di Sorrento,053NA225,40.627845,14.441576
Vico Equense,086NA139,40.6581,14.4466
Vico Equense,086NA200,40.6313,14.4437
Vico Equense,086NA869,40.649265,14.423541
Vico Equense,086NA851,40.66693,14.44541
Vico Equense,086NA813,40.632881,14.437472
Vico Equense,086NA019,40.64266,14.42657
Sant'Agnello,071NA063,40.618524,14.402805
Vico Equense,086NA585,40.63159,14.437246
Massa Lubrense,044NA391,40.5932,14.3676
Massa Lubrense,044NA506,40.60937,14.372
Massa Lubrense,044NA383,40.6087,14.341
Vico Equense,086NA773,40.630459,14.444639
Piano Di Sorrento,053NA197,40.62305,14.41007
Vico Equense,086NA855,40.646522,14.473065
Sorrento,080NA052,40.61282,14.38315
Vico Equense,086NA623,40.659138,14.452632
Vico Equense,086NA620,40.63213,14.438411
Vico Equense,086NA535,40.655037,14.467535
Vico Equense,086NA440,40.665242,14.445288
Sorrento,080NA300,40.619822,14.37084
Massa Lubrense,044NA163,40.598779,14.346654
Vico Equense,086NA279,40.656941,14.45024
Massa Lubrense,044NA457,40.60896,14.37918
Vico Equense,086NA790,40.662295,14.438239
Vico Equense,086NA530,40.65,14.43
Vico Equense,086NA778,40.668701,14.447321
Sorrento,080NA059,40.61479,14.3974
Sorrento,080NA283,40.59818,14.39345
Piano Di Sorrento,053NA166,40.620137,14.423713
Massa Lubrense,044NA520,40.605337,14.361662
Sorrento,080NA302,40.610783,14.390803
Vico Equense,086NA628,40.644564,14.428601
Massa Lubrense,044NA616,40.607747,14.354291
Massa Lubrense,044NA535,40.59555,14.35552
Massa Lubrense,044NA581,40.595428,14.347165
Vico Equense,086NA208,40.6534,14.4235
Piano Di Sorrento,053NA207,40.632945,14.412692
Vico Equense,086NA119,40.6337,14.4331
Vico Equense,086NA309,40.655,14.4298
Sorrento,080NA007,40.60607,14.3915
Piano Di Sorrento,053NA236,40.626073,14.41851
Massa Lubrense,044NA046,40.60556,14.383376
Vico Equense,086NA676,40.639253,14.441106
Massa Lubrense,044NA452,40.593749,14.35754
Vico Equense,086NA877,40.643276,14.429447
Massa Lubrense,044NA571,40.612188,14.357569
Vico Equense,086NA775,40.635277,14.431666
Sant'Agnello,071NA146,40.613083,14.412741
Vico Equense,086NA091,40.643166,14.44015
Piano Di Sorrento,053NA159,40.6174,14.42759
Sorrento,080NA155,40.62792,14.38913
Vico Equense,086NA582,40.66385,14.4472
Piano Di Sorrento,053NA160,40.623583,14.411616
Massa Lubrense,044NA344,40.601463,14.37322
Sant'Agnello,071NA066,40.609,14.41051
Piano Di Sorrento,053NA051,40.621718,14.429437
Vico Equense,086NA423,40.652533,14.418616
Massa Lubrense,044NA591,40.6028,14.3821
Vico Equense,086NA786,40.663948,14.45289
Vico Equense,086NA594,40.650682,14.416243
Piano Di Sorrento,053NA226,40.627501,14.422399
Vico Equense,086NA710,40.629889,14.44229
Vico Equense,086NA873,40.657394,14.438543
Piano Di Sorrento,053NA233,40.627444,14.442626
Piano Di Sorrento,053NA110,40.626249,14.420217
Vico Equense,086NA632,40.634082,14.438052
Vico Equense,086NA729,40.66347,14.458249
Vico Equense,086NA878,40.646021,14.473709
Massa Lubrense,044NA549,40.59311,14.36205
Massa Lubrense,044NA574,40.601387,14.361444
Vico Equense,086NA595,40.6566,14.4459
Sorrento,080NA239,40.615767,14.399149
Sorrento,080NA294,40.603839,14.401618
Vico Equense,086NA617,40.65055,14.43123
Vico Equense,086NA784,40.65893,14.45368
Piano Di Sorrento,053NA137,40.615331,14.419342
Massa Lubrense,044NA374,40.60916,14.37918
Sant'Agnello,071NA103,40.614,14.40211
Massa Lubrense,044NA624,40.59063,14.35529
Piano Di Sorrento,053NA115,40.62927,14.42345
Massa Lubrense,044NA348,40.60107,14.337522
Sorrento,080NA248,40.6144,14.3995
Sorrento,080NA201,40.61104,14.38467
Vico Equense,086NA527,40.637376,14.442314
Massa Lubrense,044NA186,40.59114,14.36232
Massa Lubrense,044NA381,40.59941,14.36599
Massa Lubrense,044NA075,40.59599,14.38447
Sorrento,080NA053,40.60223,14.39876
Massa Lubrense,044NA625,40.603825,14.363099
Vico Equense,086NA183,40.657315,14.442884
Massa Lubrense,044NA626,40.601601,14.387846
Sorrento,080NA083,40.61692,14.38298
Massa Lubrense,044NA441,40.599166,14.345
Vico Equense,086NA526,40.657067,14.45221
Vico Equense,086NA792,40.65594,14.41506
Massa Lubrense,044NA270,40.59727,14.34216
